cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,recycled_content_kg,total_binder,recycled_content_pct,water_cement_ratio,cement_intensity,circularity_score,sustainability_grade,estimated_co2_kg_per_m3
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,118.3,348.3,33.96,0.85,9.395,61.6,High,212.92
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,118.3,348.3,33.96,0.85,7.292,62.9,High,212.92
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,118.3,348.3,33.96,0.85,6.508,63.4,High,212.92
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,125.2,315.5,39.68,0.851,20.135,59.2,High,177.53
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,125.2,315.5,39.68,0.851,8.376,66.9,High,177.53
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,125.2,315.5,39.68,0.851,6.684,68.0,High,177.53
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,125.2,315.5,39.68,0.851,4.935,69.1,High,177.53
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,125.2,315.5,39.68,0.851,4.711,69.3,High,177.53
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,163.3,329.4,49.57,1.063,15.435,70.4,Excellent,157.66
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,163.3,329.4,49.57,1.063,6.519,76.2,Excellent,157.66
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,163.3,329.4,49.57,1.063,7.711,75.4,Excellent,157.66
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,163.3,329.4,49.57,1.063,5.801,76.6,Excellent,157.66
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,163.3,329.4,49.57,1.063,4.952,77.2,Excellent,157.66
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,205.9,373.9,55.07,0.725,21.675,70.8,Excellent,161.5
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,205.9,373.9,55.07,0.725,9.427,78.8,Excellent,161.5
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,205.9,373.9,55.07,0.725,6.93,80.4,Excellent,161.5
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,205.9,373.9,55.07,0.725,5.114,81.6,Excellent,161.5
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,205.9,373.9,55.07,0.725,4.282,82.1,Excellent,161.5
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,122.6,336.29999999999995,36.46,0.85,11.872,62.0,High,198.46
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,122.6,336.29999999999995,36.46,0.85,7.032,65.1,High,198.46
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,122.6,336.29999999999995,36.46,0.85,4.675,66.7,High,198.46
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,122.6,336.29999999999995,36.46,0.85,4.209,67.0,High,198.46
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,122.6,336.29999999999995,36.46,0.85,3.965,67.1,High,198.46
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,122.6,336.4,36.44,0.85,16.22,59.1,High,198.55
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,122.6,336.4,36.44,0.85,11.984,61.9,High,198.55
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,122.6,336.4,36.44,0.85,5.314,66.2,High,198.55
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,122.6,336.4,36.44,0.85,4.536,66.8,High,198.55
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,122.6,336.4,36.44,0.85,4.278,66.9,High,198.55
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,118.2,347.9,33.98,0.85,17.192,56.5,High,212.64
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,118.2,347.9,33.98,0.85,10.291,61.0,High,212.64
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,118.2,347.9,33.98,0.85,9.36,61.6,High,212.64
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,118.2,347.9,33.98,0.85,7.327,62.9,High,212.64
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,118.2,347.9,33.98,0.85,5.621,64.0,High,212.64
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,94.1,332.2,28.33,0.784,11.946,55.3,High,219.0
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,94.1,332.2,28.33,0.784,9.268,57.1,High,219.0
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,94.1,332.2,28.33,0.784,7.876,58.0,High,219.0
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,94.1,332.2,28.33,0.784,6.014,59.2,High,219.0
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,94.1,332.2,28.33,0.784,5.375,59.6,High,219.0
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,95.7,345.7,27.68,0.75,18.088,50.8,High,229.78
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,95.7,345.7,27.68,0.75,10.032,56.0,High,229.78
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,95.7,345.7,27.68,0.75,8.555,57.0,High,229.78
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,95.7,345.7,27.68,0.75,6.522,58.3,High,229.78
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,95.7,345.7,27.68,0.75,5.903,58.7,High,229.78
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,100.4,312.9,32.09,0.75,15.693,55.9,High,196.27
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,100.4,312.9,32.09,0.75,8.076,60.9,High,196.27
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,100.4,312.9,32.09,0.75,6.716,61.8,High,196.27
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,100.4,312.9,32.09,0.75,4.994,62.9,High,196.27
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,100.4,312.9,32.09,0.75,4.951,62.9,High,196.27
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,100.4,313.0,32.08,0.75,15.948,55.8,High,196.36
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,100.4,313.0,32.08,0.75,8.38,60.7,High,196.36
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,100.4,313.0,32.08,0.75,5.684,62.4,High,196.36
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,100.4,313.0,32.08,0.75,4.788,63.0,High,196.36
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,100.4,313.0,32.08,0.75,4.453,63.3,High,196.36
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,124.8,336.8,37.05,0.75,10.86,63.1,High,197.04
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,124.8,336.8,37.05,0.75,6.762,65.8,High,197.04
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,124.8,336.8,37.05,0.75,5.506,66.6,High,197.04
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,124.8,336.8,37.05,0.75,4.703,67.1,High,197.04
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,124.8,336.8,37.05,0.75,4.433,67.3,High,197.04
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,121.6,353.4,34.41,0.751,15.012,58.3,High,214.7
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,121.6,353.4,34.41,0.751,8.659,62.4,High,214.7
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,121.6,353.4,34.41,0.751,6.872,63.6,High,214.7
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,121.6,353.4,34.41,0.751,5.428,64.5,High,214.7
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,121.6,353.4,34.41,0.751,5.057,64.8,High,214.7
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,118.3,369.7,32.0,0.75,14.598,56.6,High,232.18
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,118.3,369.7,32.0,0.75,8.399,60.6,High,232.18
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,118.3,369.7,32.0,0.75,8.479,60.6,High,232.18
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,118.3,369.7,32.0,0.75,6.8,61.7,High,232.18
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,118.3,369.7,32.0,0.75,5.769,62.3,High,232.18
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,118.3,369.7,32.0,0.75,19.16,53.6,High,232.18
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,118.3,369.7,32.0,0.75,10.29,59.4,High,232.18
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,118.3,369.7,32.0,0.75,7.697,61.1,High,232.18
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,118.3,369.7,32.0,0.75,6.861,61.6,High,232.18
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,118.3,369.7,32.0,0.75,5.686,62.4,High,232.18
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,167.0,348.4,47.93,0.935,13.318,70.4,Excellent,171.61
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,167.0,348.4,47.93,0.935,8.398,73.6,Excellent,171.61
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,167.0,348.4,47.93,0.935,6.532,74.8,Excellent,171.61
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,167.0,348.4,47.93,0.935,5.1,75.8,Excellent,171.61
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,167.0,348.4,47.93,0.935,3.998,76.5,Excellent,171.61
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,167.2,349.2,47.88,0.935,24.86,62.8,High,172.16
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,167.2,349.2,47.88,0.935,8.465,73.5,Excellent,172.16
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,167.2,349.2,47.88,0.935,5.82,75.2,Excellent,172.16
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,167.2,349.2,47.88,0.935,4.184,76.3,Excellent,172.16
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,167.2,349.2,47.88,0.935,3.739,76.6,Excellent,172.16
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,166.5,335.40000000000003,49.64,0.937,22.821,65.6,High,160.34
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,166.5,335.40000000000003,49.64,0.937,7.184,75.8,Excellent,160.34
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,166.5,335.40000000000003,49.64,0.937,5.427,76.9,Excellent,160.34
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,166.5,335.40000000000003,49.64,0.937,4.314,77.7,Excellent,160.34
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,166.5,335.40000000000003,49.64,0.937,3.508,78.2,Excellent,160.34
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,96.2,386.59999999999997,24.88,0.579,12.906,51.9,High,266.17
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,96.2,386.59999999999997,24.88,0.579,8.376,54.8,High,266.17
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,96.2,386.59999999999997,24.88,0.579,8.359,54.8,High,266.17
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,96.2,386.59999999999997,24.88,0.579,6.442,56.1,High,266.17
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,96.2,386.59999999999997,24.88,0.579,5.93,56.4,High,266.17
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,97.4,374.5,26.01,0.58,11.974,53.4,High,254.26
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,97.4,374.5,26.01,0.58,6.615,56.9,High,254.26
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,97.4,374.5,26.01,0.58,5.739,57.5,High,254.26
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,97.4,374.5,26.01,0.58,5.429,57.7,High,254.26
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,97.4,374.5,26.01,0.58,4.98,58.0,High,254.26
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,95.6,391.29999999999995,24.43,0.58,12.884,51.5,High,270.91
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,95.6,391.29999999999995,24.43,0.58,8.393,54.4,High,270.91
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,95.6,391.29999999999995,24.43,0.58,7.403,55.1,High,270.91
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,95.6,391.29999999999995,24.43,0.58,6.069,56.0,High,270.91
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,95.6,391.29999999999995,24.43,0.58,5.682,56.2,High,270.91
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,99.9,351.70000000000005,28.4,0.58,11.978,55.3,High,231.62
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,99.9,351.70000000000005,28.4,0.58,7.548,58.2,High,231.62
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,99.9,351.70000000000005,28.4,0.58,7.419,58.3,High,231.62
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,99.9,351.70000000000005,28.4,0.58,5.704,59.4,High,231.62
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,99.9,351.70000000000005,28.4,0.58,5.55,59.5,High,231.62
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,98.8,347.9,28.4,0.635,16.216,52.6,High,229.13
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,98.8,347.9,28.4,0.635,8.685,57.5,High,229.13
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,98.8,347.9,28.4,0.635,8.074,57.9,High,229.13
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,98.8,347.9,28.4,0.635,5.927,59.3,High,229.13
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,98.8,347.9,28.4,0.635,4.878,60.0,High,229.13
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,98.8,351.1,28.14,0.58,11.583,55.4,High,232.01
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,98.8,351.1,28.14,0.58,5.966,59.1,High,232.01
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,98.8,351.1,28.14,0.58,4.986,59.7,High,232.01
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,98.8,351.1,28.14,0.58,4.519,60.0,High,232.01
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,98.8,351.1,28.14,0.58,4.139,60.2,High,232.01
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,125.1,371.9,33.64,0.581,10.493,60.6,High,228.38
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,125.1,371.9,33.64,0.581,5.845,63.6,High,228.38
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,125.1,371.9,33.64,0.581,4.701,64.4,High,228.38
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,125.1,371.9,33.64,0.581,4.091,64.8,High,228.38
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,125.1,371.9,33.64,0.581,3.716,65.0,High,228.38
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,121.4,396.5,30.62,0.58,11.558,57.4,High,253.66
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,121.4,396.5,30.62,0.58,7.096,60.3,High,253.66
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,121.4,396.5,30.62,0.58,5.359,61.5,High,253.66
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,121.4,396.5,30.62,0.58,4.839,61.8,High,253.66
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,121.4,396.5,30.62,0.58,4.694,61.9,High,253.66
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,117.5,414.7,28.33,0.588,13.564,54.3,High,273.36
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,117.5,414.7,28.33,0.588,8.034,57.9,High,273.36
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,117.5,414.7,28.33,0.588,6.27,59.0,High,273.36
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,117.5,414.7,28.33,0.588,5.72,59.4,High,273.36
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,117.5,414.7,28.33,0.588,5.238,59.7,High,273.36
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,174.7,388.4,44.98,0.724,12.162,68.7,High,201.06
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,174.7,388.4,44.98,0.724,6.335,72.5,Excellent,201.06
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,174.7,388.4,44.98,0.724,5.322,73.2,Excellent,201.06
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,174.7,388.4,44.98,0.724,4.582,73.7,Excellent,201.06
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,174.7,388.4,44.98,0.724,4.267,73.9,Excellent,201.06
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,174.2,387.7,44.93,0.724,12.291,68.6,High,200.86
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,174.2,387.7,44.93,0.724,6.335,72.5,Excellent,200.86
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,174.2,387.7,44.93,0.724,4.647,73.6,Excellent,200.86
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,174.2,387.7,44.93,0.724,4.151,73.9,Excellent,200.86
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,174.2,387.7,44.93,0.724,3.6,74.3,Excellent,200.86
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,122.3,399.5,30.61,0.58,9.103,59.0,High,255.6
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,122.3,399.5,30.61,0.58,5.81,61.2,High,255.6
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,122.3,399.5,30.61,0.58,4.39,62.1,High,255.6
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,122.3,399.5,30.61,0.58,4.148,62.3,High,255.6
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,122.3,399.5,30.61,0.58,4.14,62.3,High,255.6
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,178.4,396.6,44.98,0.645,7.957,71.5,Excellent,205.3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,178.4,396.6,44.98,0.645,6.068,72.7,Excellent,205.3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,178.4,396.6,44.98,0.645,3.931,74.1,Excellent,205.3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,178.4,396.6,44.98,0.645,3.52,74.4,Excellent,205.3
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,178.4,396.6,44.98,0.645,3.435,74.4,Excellent,205.3
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,175.7,390.6,44.98,0.724,11.925,68.9,High,202.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,175.7,390.6,44.98,0.724,5.567,73.0,Excellent,202.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,175.7,390.6,44.98,0.724,4.117,74.0,Excellent,202.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,175.7,390.6,44.98,0.724,3.983,74.1,Excellent,202.2
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,175.7,390.6,44.98,0.724,3.795,74.2,Excellent,202.2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,124.1,343.0,36.18,0.724,14.269,60.2,High,203.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,124.1,343.0,36.18,0.724,8.403,64.0,High,203.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,124.1,343.0,36.18,0.724,7.243,64.8,High,203.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,124.1,343.0,36.18,0.724,5.873,65.7,High,203.22
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,124.1,343.0,36.18,0.724,4.735,66.4,High,203.22
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.0,376.0,0.0,0.571,23.094,25.0,Low,338.4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.0,376.0,0.0,0.571,14.675,30.4,Medium,338.4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.0,376.0,0.0,0.571,11.761,32.3,Medium,338.4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.0,376.0,0.0,0.571,10.358,33.3,Medium,338.4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.0,376.0,0.0,0.571,8.732,34.3,Medium,338.4
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.0,500.0,0.0,0.28,7.4,35.2,Medium,450.0
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,59.0,534.0,11.05,0.299,8.3,43.6,Medium,430.45
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,137.0,452.0,30.31,0.46,3.853,62.2,High,290.35
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,60.0,565.0,10.62,0.386,7.888,43.5,Medium,457.5
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.0,451.0,0.0,0.366,5.723,36.3,Medium,405.9
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.0,516.0,0.0,0.314,12.473,31.9,Medium,464.4
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.0,520.0,0.0,0.327,8.626,34.4,Medium,468.0
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.0,528.0,0.0,0.35,9.291,33.9,Medium,475.2
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.0,520.0,0.0,0.337,10.192,33.4,Medium,468.0
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,136.0,521.0,26.1,0.41,6.931,56.8,High,353.3
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.0,500.1,0.0,0.4,11.332,32.6,Medium,450.09
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,50.0,500.1,10.0,0.444,11.429,40.7,Medium,407.59
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,175.2,572.2,30.62,0.421,7.134,60.3,High,366.06
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,180.5,513.5,35.15,0.501,7.043,64.1,High,308.72
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,175.6,509.6,34.46,0.566,7.534,63.2,High,309.38
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.0,405.0,0.0,0.432,7.744,35.0,Medium,364.5
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,200.0,400.0,50.0,0.95,4.061,78.1,Excellent,190.0
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.0,516.0,0.0,0.314,12.473,31.9,Medium,464.4
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,235.0,380.0,61.84,1.269,4.972,87.2,Excellent,142.25
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,250.0,410.0,60.98,1.137,4.061,87.1,Excellent,156.5
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,156.0,390.0,40.0,0.808,5.954,68.7,High,218.4
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,275.0,525.0,52.38,0.636,3.683,80.3,Excellent,238.75
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.0,475.0,0.0,0.341,8.117,34.7,Medium,427.5
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,190.0,475.0,40.0,0.572,5.319,69.1,High,266.0
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,119.0,475.0,25.05,0.449,6.034,56.5,High,326.35
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,300.0,575.0,52.17,0.589,3.607,80.2,Excellent,262.5
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.0,500.0,0.0,0.302,7.159,35.3,Medium,450.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,143.6,308.6,46.53,0.993,11.458,70.5,Excellent,155.68
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,260.6,425.6,61.23,1.061,8.496,84.4,Excellent,161.53
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,248.4,426.4,58.26,1.011,8.586,81.9,Excellent,172.62
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,258.5,425.9,60.69,1.048,11.204,82.2,Excellent,163.58
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,186.0,358.4,51.9,0.91,8.097,77.0,Excellent,164.46
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,223.6,397.1,56.31,0.95,7.517,81.0,Excellent,167.33
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,242.4,409.4,59.21,0.982,10.76,81.3,Excellent,162.42
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,253.3,427.1,59.31,0.991,10.985,81.2,Excellent,169.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,125.2,315.5,39.68,0.875,15.162,62.5,High,177.53
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,95.7,345.7,27.68,0.767,29.443,43.4,Medium,229.78
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,174.2,387.7,44.93,0.746,13.676,67.7,High,200.86
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,100.5,295.2,34.04,0.874,15.984,57.3,High,180.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,118.3,369.7,32.0,0.767,20.983,52.4,High,232.18
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,143.6,308.6,46.53,0.993,9.774,71.6,Excellent,155.68
